,UIID,label,xmin,xmax,ymin,ymax
27096,28214.json,sign_up,185.0,291.0,311.5,360.5
27097,28214.json,text_button,68.75,291.0,553.5,598.0
27098,2753.json,text_view,0.0,360.0,530.25,563.0
27099,2753.json,sign_up,0.0,119.75,563.0,598.0
27100,2753.json,separator_line_v,119.75,120.0,563.0,598.0
27101,2753.json,button,120.0,239.75,563.0,598.0
27102,2753.json,separator_line_v,239.75,240.0,563.0,598.0
27103,2753.json,button,240.0,360.0,563.0,598.0
27104,2753.json,image_view,0.0,360.0,21.0,250.25
27105,2753.json,username,59.25,300.75,318.5,350.75
27106,2753.json,password,59.25,300.75,357.75,390.0
27107,2753.json,text_view,59.25,150.5,401.0,417.5
27108,2753.json,toggle,204.75,300.75,397.0,421.5
27109,2753.json,log_in,59.25,300.75,428.5,465.25
27110,2753.json,navigation_bar,0.0,359.0,563.0,599.0
27111,2303.json,text_view,63.0,125.75,35.0,56.0
27112,2303.json,icon_button,3.5,52.5,21.0,70.0
27113,2303.json,text_view,13.25,346.75,83.25,115.5
27114,2303.json,date_picker,13.25,346.75,115.5,157.5
27115,2303.json,text_view,17.75,193.0,170.0,186.75
27116,2303.json,gender_picker,193.0,346.6666666666667,157.5,198.33333333333334
27117,2303.json,drop_down_list,73.33333333333333,338.0,201.0,236.0
27118,2303.json,text_view,13.25,69.5,206.0,222.75
27119,2303.json,sign_up,92.5,267.5,250.0,292.0
27120,Soliha_screen_0490.json,button,252.0,560.0,98.0,266.0
27121,Soliha_screen_0490.json,button,1272.0,1440.0,98.0,266.0
27122,Soliha_screen_0490.json,button,42.0,182.0,112.0,252.0
27123,Soliha_screen_0490.json,button,0.0,206.0,448.0,653.0
27124,Soliha_screen_0490.json,button,206.0,412.0,448.0,653.0
27125,Soliha_screen_0490.json,button,412.0,618.0,448.0,653.0
27126,Soliha_screen_0490.json,button,618.0,824.0,448.0,653.0
27127,Soliha_screen_0490.json,button,824.0,1030.0,448.0,653.0
27128,Soliha_screen_0490.json,button,1030.0,1236.0,448.0,653.0
27129,Soliha_screen_0490.json,button,1236.0,1440.0,448.0,653.0
27130,Soliha_screen_0490.json,label,59.0,528.5,1011.0,1178.6666666666667
27131,Soliha_screen_0490.json,label,59.0,524.3333333333335,1265.0,1432.8333333333335
27132,Soliha_screen_0490.json,label,59.0,516.0,1519.0,1682.8333333333335
27133,Soliha_screen_0490.json,label,59.0,578.5,1773.0,1941.1666666666667
27134,Soliha_screen_0490.json,label,59.0,561.8333333333335,2027.0,2191.166666666667
27135,Soliha_screen_0490.json,label,59.0,491.0,2281.0,2445.3333333333335
27136,Soliha_screen_0490.json,icon_button,1188.0,1384.0,2343.0,2539.0
27137,Soliha_screen_0490.json,button,0.0,480.0,2610.0,2778.0
27138,Soliha_screen_0490.json,button,480.0,960.0,2610.0,2778.0
27139,Soliha_screen_0490.json,button,960.0,1440.0,2610.0,2778.0
27140,Soliha_screen_0490.json,label,61.833333333333485,753.5,757.8333333333334,932.8333333333334
27141,25830.json,image_view,76.75,283.25,42.0,132.25
27142,25830.json,text_view,60.0,300.0,160.25,188.25
27143,25830.json,tb_sign_up,122.75,237.0,216.25,258.25
27144,25830.json,text_view,21.0,339.0,258.25,297.75
27145,25830.json,tb_log_in,141.5,218.5,325.75,367.75
27146,25830.json,text_view,88.75,271.0,367.75,389.0
27147,25830.json,text_button,141.5,218.5,417.0,459.0
27148,25830.json,text_view,137.5,222.5,459.0,480.25
27149,50930.json,text_view,63.0,123.25,33.75,57.0
27150,50930.json,icon_button,0.0,49.0,21.0,70.0
27151,50930.json,password,14.25,345.75,82.0,121.5
27152,50930.json,icon_button,317.75,345.75,82.0,121.25
27153,50930.json,name,14.25,345.75,154.75,194.25
27154,50930.json,last_name,14.25,345.75,227.5,267.0
27155,50930.json,date_picker,14.25,173.0,300.25,339.75
27156,50930.json,phone_number,187.0,345.75,300.25,339.75
27157,50930.json,text_view,17.0,345.75,363.5,377.75
27158,50930.json,gender_drop_down,17.75,345.0,387.75,416.3333333333333
27159,50930.json,text_view,14.25,324.75,467.25,483.75
27160,50930.json,image_view,324.75,345.75,467.25,488.25
27161,50930.json,address,14.25,345.75,504.75,544.25
27162,50930.json,zip_code,14.25,173.0,577.5,598.0
27163,50930.json,country,190.5,331.6666666666667,585.0,597.6666666666666
27164,16653.json,text_view,52.5,96.25,33.75,57.0
27165,16653.json,icon_button,0.0,49.0,21.0,70.0
27166,16653.json,separator_line,0.0,360.0,70.0,74.5
27167,16653.json,email,17.5,342.5,101.5,141.0
27168,16653.json,password,17.5,342.5,150.5,190.0
27169,16653.json,check_box,17.5,342.5,198.75,237.5
27170,16653.json,log_in,36.5,323.5,255.0,290.0
27171,16653.json,tb_forgot_password,118.25,241.75,307.5,342.75
27172,16653.json,ad,40.0,320.0,408.5,496.0
27173,63303.json,text_view,3.5,356.5,21.5,41.75
27174,63303.json,text_view,0.0,94.5,43.0,69.5
27175,63303.json,image_view,0.0,70.0,90.0,160.0
27176,63303.json,text_view,74.5,360.0,71.25,130.25
27177,63303.json,price_s,74.5,157.5,130.25,146.5
27178,63303.json,price,74.5,187.5,146.5,162.75
27179,63303.json,text_view,187.5,196.25,146.5,162.75
27180,63303.json,discount,196.25,233.0,146.5,162.75
27181,63303.json,text_view,74.5,146.75,162.75,179.0
27182,63303.json,image_view,0.0,70.0,189.5,259.5
27183,63303.json,text_view,74.5,360.0,180.0,220.25
27184,63303.json,price_s,74.5,150.75,220.25,236.5
27185,63303.json,price,74.5,173.5,236.5,252.75
27186,63303.json,text_view,173.5,182.25,236.5,252.75
27187,63303.json,discount,182.25,225.75,236.5,252.75
27188,63303.json,text_view,74.5,146.75,252.75,269.0
27189,63303.json,image_view,0.0,70.0,279.5,349.5
27190,63303.json,text_view,74.5,360.0,270.0,310.25
27191,63303.json,price_s,74.5,157.5,310.25,326.5
27192,63303.json,price,74.5,187.5,326.5,342.75
27193,63303.json,text_view,187.5,196.25,326.5,342.75
27194,63303.json,discount,196.25,239.75,326.5,342.75
27195,63303.json,text_view,74.5,146.75,342.75,359.0
27196,63303.json,image_view,0.0,70.0,378.75,448.75
27197,63303.json,text_view,74.5,360.0,360.0,419.0
27198,63303.json,price_s,74.5,164.25,419.0,435.25
27199,63303.json,price,74.5,187.5,435.25,451.5
27200,63303.json,text_view,187.5,196.25,435.25,451.5
27201,63303.json,discount,196.25,239.75,435.25,451.5
27202,63303.json,text_view,74.5,146.75,451.5,467.75
27203,63303.json,image_view,0.0,70.0,487.5,557.5
27204,63303.json,text_view,74.5,360.0,468.75,527.75
27205,63303.json,price_s,74.5,150.75,527.75,544.0
27206,63303.json,price,74.5,180.5,544.0,560.25
27207,63303.json,text_view,180.5,189.25,544.0,560.25
27208,63303.json,discount,189.25,232.75,544.0,560.25
27209,63303.json,text_view,74.5,146.75,560.25,576.5
27210,63303.json,image_view,0.0,70.0,587.0,598.0
27211,63303.json,text_view,74.5,360.0,577.5,598.0
27212,63303.json,card,0.0,359.0,73.0,178.0
27213,63303.json,card,-1.3333333333333428,359.0,179.0,268.0
27214,63303.json,card,-1.0,359.33333333333337,269.00000000000006,358.0
27215,63303.json,card_partial,0.0,359.0,577.0,597.0
27216,63303.json,card,-0.6666666666666714,358.0,471.0,575.6666666666666
27217,63303.json,card,-1.3333333333333286,356.6666666666667,360.33333333333337,469.6666666666667
27218,Soliha_screen_0214.json,button,313.0,1128.0,132.0,300.0
27219,Soliha_screen_0214.json,label,35.0,1405.0,338.0,473.0
27220,Soliha_screen_0214.json,label,170.0,522.0,688.0,746.0
27221,Soliha_screen_0214.json,label,947.0,1269.0,699.0,725.0
27222,Soliha_screen_0214.json,label,170.0,758.0,1092.0,1230.0
27223,Soliha_screen_0214.json,label,1052.0,1269.0,1081.0,1144.0
27224,Soliha_screen_0214.json,label,1006.0,1270.0,1170.0,1202.0
27225,Soliha_screen_0214.json,label,247.0,1197.0,1377.0,1643.0
27226,Soliha_screen_0214.json,button,199.0,1242.0,1702.0,1870.0
27227,Soliha_screen_0214.json,label,195.0,1246.0,1908.0,2092.0
27228,Soliha_screen_0214.json,image,0.0,168.0,2421.0,2589.0
27229,Soliha_screen_0214.json,progress,0.0,1440.0,2407.0,2411.0
27230,Soliha_screen_0214.json,label,519.0,922.0,2488.0,2531.0
27231,Soliha_screen_0214.json,icon_button,1272.0,1440.0,2421.0,2589.0
27232,Soliha_screen_0214.json,image,127.0,233.0,2621.0,2729.0
27233,Soliha_screen_0214.json,label,135.0,226.0,2739.0,2765.0
27234,Soliha_screen_0214.json,image,487.0,593.0,2621.0,2729.0
27235,Soliha_screen_0214.json,label,486.0,591.0,2739.0,2765.0
27236,Soliha_screen_0214.json,image,847.0,953.0,2621.0,2729.0
27237,Soliha_screen_0214.json,label,805.0,995.0,2738.0,2771.0
27238,Soliha_screen_0214.json,image,1207.0,1313.0,2621.0,2729.0
27239,Soliha_screen_0214.json,label,1192.0,1328.0,2738.0,2765.0
27240,70201.json,image_view,79.75,280.25,56.0,144.5
27241,70201.json,text_view,66.25,293.75,179.5,210.25
27242,70201.json,fb_button,66.25,293.75,245.25,289.5
27243,70201.json,google_button,66.25,293.75,298.25,340.25
27244,70201.json,log_in,66.25,293.75,349.0,391.0
27245,70201.json,text_view,94.0,220.0,412.0,428.5
27246,70201.json,tb_sign_up,223.5,266.0,412.0,428.5
27247,70201.json,text_button,161.25,198.5,553.5,584.0
27248,15301.json,icon_button,0.0,49.0,21.0,70.0
27249,15301.json,text_view,63.0,111.0,33.75,57.0
27250,15301.json,email,42.0,318.0,112.0,174.75
27251,15301.json,password,42.0,318.0,174.75,237.5
27252,15301.json,log_in,42.0,318.0,260.25,302.25
27253,15301.json,tb_forgot_password,42.0,318.0,306.75,353.5
27254,41419.json,icon_button,7.0,22.0,34.5,49.5
27255,41419.json,text_view,30.75,202.0,32.5,51.5
27256,41419.json,text_view,35.0,88.0,107.75,122.25
27257,41419.json,name,35.0,325.0,122.25,152.75
27258,41419.json,text_view,35.0,68.75,166.0,180.5
27259,41419.json,email,35.0,325.0,180.5,211.0
27260,41419.json,password,35.0,88.75,224.25,238.75
27261,41419.json,password,35.0,325.0,238.75,269.25
27262,41419.json,text_view,35.0,130.5,282.5,297.0
27263,41419.json,password,35.0,325.0,297.0,327.5
27264,41419.json,check_box,39.5,252.33333333333331,345.25,367.0
27265,41419.json,text_view,66.0,116.75,345.25,367.25
27266,41419.json,tb_privacy_terms,116.75,252.0,345.25,367.25
27267,41419.json,sign_up,35.0,325.0,393.75,433.25
27268,8535.json,image_view,0.0,360.0,21.0,402.0
27269,8535.json,image_view,118.75,241.25,70.0,96.25
27270,8535.json,text_view,68.0,292.0,416.0,469.0
27271,8535.json,sign_up,68.0,292.0,483.0,535.5
27272,8535.json,tb_log_in,68.0,292.0,542.5,581.0
27273,8866.json,image_view,0.0,360.0,25.25,60.25
27274,8866.json,text_view,17.5,342.5,82.25,146.5
27275,8866.json,name,17.5,171.25,155.25,190.25
27276,8866.json,last_name,188.75,342.5,155.25,190.25
27277,8866.json,email,17.5,342.5,196.5,231.5
27278,8866.json,password,17.5,342.5,237.75,272.75
27279,8866.json,password,17.5,342.5,281.5,316.5
27280,8866.json,zip_code,17.5,171.25,322.75,357.75
27281,8866.json,date_picker,188.75,342.5,322.75,357.75
27282,8866.json,sign_up,17.5,342.5,366.5,401.5
27283,8866.json,tb_log_in,17.5,342.5,419.0,454.0
27284,Soliha_screen_0351.json,text_field,238.0,1202.0,139.0,293.0
27285,Soliha_screen_0351.json,image,1202.0,1370.0,139.0,293.0
27286,Soliha_screen_0351.json,label,70.0,525.0,398.0,457.0
27287,Soliha_screen_0351.json,button,70.0,699.0,526.0,722.0
27288,Soliha_screen_0351.json,button,741.0,1370.0,526.0,722.0
27289,Soliha_screen_0351.json,button,70.0,699.0,764.0,960.0
27290,Soliha_screen_0351.json,button,741.0,1370.0,764.0,960.0
27291,Soliha_screen_0351.json,button,70.0,699.0,1002.0,1198.0
27292,Soliha_screen_0351.json,button,741.0,1370.0,1002.0,1198.0
27293,Soliha_screen_0351.json,label,73.0,271.0,1321.0,1364.0
27294,Soliha_screen_0351.json,button,70.0,1370.0,1428.0,1582.0
27295,Soliha_screen_0351.json,button,70.0,1370.0,1586.0,1740.0
27296,Soliha_screen_0351.json,button,70.0,1370.0,1744.0,1898.0
27297,Soliha_screen_0351.json,button,70.0,1370.0,1902.0,2056.0
27298,Soliha_screen_0351.json,button,70.0,1370.0,2060.0,2214.0
27299,Soliha_screen_0351.json,button,70.0,1370.0,2218.0,2372.0
27300,Soliha_screen_0351.json,label,74.0,373.0,2278.0,2322.0
27301,Soliha_screen_0351.json,label,74.0,391.0,2470.0,2529.0
27302,Soliha_screen_0351.json,label,94.0,194.0,2729.0,2758.0
27303,Soliha_screen_0351.json,label,389.0,474.0,2728.0,2765.0
27304,Soliha_screen_0351.json,label,641.0,798.0,2728.0,2758.0
27305,Soliha_screen_0351.json,label,945.0,1069.0,2728.0,2757.0
27306,Soliha_screen_0351.json,label,1181.0,1412.0,2728.0,2758.0
27307,Soliha_screen_0351.json,label,72.0,371.0,2121.833333333333,2165.833333333333
27308,Soliha_screen_0351.json,label,74.16666666666674,373.16666666666674,1961.4999999999995,2005.4999999999995
27309,Soliha_screen_0351.json,label,80.5,461.8333333333337,1792.8333333333328,1845.3333333333333
27310,Soliha_screen_0351.json,label,70.16666666666674,245.16666666666674,1640.8333333333328,1687.0
27311,Soliha_screen_0351.json,label,76.5,541.0,1480.4999999999995,1532.8333333333335
27312,Soliha_screen_0351.json,image,74.99999999999977,242.99999999999977,141.16666666666663,295.16666666666663
27313,4146.json,text_view,49.0,169.5,21.0,70.0
27314,4146.json,icon_button,0.0,49.0,21.0,70.0
27315,4146.json,name,8.75,175.5,78.75,114.0
27316,4146.json,last_name,184.5,351.25,78.75,114.0
27317,4146.json,email,8.75,351.25,122.75,158.0
27318,4146.json,email,8.75,351.25,166.75,202.0
27319,4146.json,password,8.75,351.25,210.75,246.0
27320,4146.json,sign_up,8.75,351.25,254.75,291.5
27321,4146.json,text_view,173.0,186.75,309.0,323.25
27322,4146.json,image_view,46.5,67.5,348.5,369.5
27323,4146.json,fb_button,9.333333333333332,175.33333333333334,341.0,378.3333333333333
27324,4146.json,image_view,229.25,250.25,348.5,369.5
27325,4146.json,google_button,183.33333333333334,350.6666666666667,339.6666666666667,377.0
27326,4146.json,text_view,131.25,194.25,395.0,409.25
27327,4146.json,image_view,194.25,228.5,395.5,408.75
27328,70714.json,icon_button,0.0,25.5,21.0,46.5
27329,70714.json,image_view,13.666666666666668,346.3333333333333,35.0,71.0
27330,70714.json,text_view,67.66666666666667,295.0,171.66666666666666,205.0
27331,70714.json,image_view,153.0,207.0,103.66666666666666,156.33333333333334
27332,70714.json,email,25.666666666666664,335.0,229.66666666666669,268.3333333333334
27333,70714.json,password,26.999999999999993,334.3333333333333,267.6666666666667,309.00000000000006
27334,70714.json,log_in,26.333333333333336,334.33333333333337,318.33333333333337,351.6666666666667
27335,70714.json,tb_forgot_password,105.00000000000001,193.0,387.6666666666667,399.6666666666667
27336,70714.json,text_button,199.0,255.00000000000003,387.6666666666667,401.6666666666667
27337,70714.json,text_button,70.33333333333334,134.33333333333337,462.33333333333337,475.66666666666674
27338,70714.json,text_button,61.0,145.0,477.66666666666663,492.99999999999994
27339,70714.json,text_button,58.33333333333333,145.0,495.6666666666667,509.00000000000017
27340,70714.json,text_button,82.99999999999999,123.0,509.66666666666663,523.0000000000002
27341,70714.json,text_button,237.66666666666666,279.0,463.00000000000006,476.3333333333334
27342,70714.json,text_button,231.66666666666666,283.0,479.00000000000006,491.0000000000002
27343,70714.json,text_button,233.66666666666666,279.0,492.99999999999994,506.33333333333337
27344,70714.json,icon_button,249.00000000000006,267.00000000000006,508.33333333333337,525.6666666666667
27345,70714.json,text_view,138.33333333333334,223.0,533.0,544.3333333333335
27346,70714.json,box_outline,11.0,347.6666666666667,33.0,583.6666666666666
27347,70714.json,tb_sign_up,135.0,225.0,359.6666666666667,375.6666666666667
27348,28869.json,image_view,120.5,239.5,95.0,215.0
27349,28869.json,text_view,71.25,288.75,245.75,292.5
27350,28869.json,button,30.75,329.25,393.5,437.25
27351,28869.json,text_view,0.0,360.0,530.75,549.75
27352,28869.json,image_view,131.75,228.0,556.75,587.5
27353,20673.json,image_view,70.5,289.25,114.5,315.75
27354,20673.json,text_view,83.5,276.25,409.25,467.0
27355,20673.json,sign_up,17.5,342.5,507.25,555.0
27356,20673.json,tb_log_in,163.5,196.5,568.25,584.75
27357,20673.json,navigator_dots,141.5,218.5,482.75,491.5
27358,30673.json,text_view,124.75,235.0,581.5,598.0
27359,30673.json,image_view,136.25,223.75,84.0,132.25
27360,30673.json,text_view,112.25,247.5,132.25,169.5
27361,30673.json,username,14.0,346.0,218.5,263.0
27362,30673.json,password,14.0,346.0,266.5,311.0
27363,30673.json,icon_button,310.0,338.0,273.4166666666667,301.4166666666667
27364,30673.json,log_in,84.0,276.0,346.0,382.75
27365,30673.json,tb_forgot_password,115.5,244.5,396.75,422.25
27366,30673.json,tb_sign_up,121.25,238.5,426.75,457.25
27367,30389.json,image_view,127.5,232.5,98.0,203.0
27368,30389.json,text_view,15.75,346.0,217.0,247.5
27369,30389.json,text_view,14.0,346.0,253.75,287.0
27370,30389.json,button,100.5,259.25,315.0,352.75
27371,30389.json,navigator_dots,145.5,214.5,570.75,575.25
27372,7910.json,icon_button,0.0,49.0,21.0,70.0
27373,7910.json,image_view,63.0,91.0,31.5,59.5
27374,7910.json,text_view,132.25,227.5,77.0,111.75
27375,7910.json,text_view,14.0,346.0,164.25,180.75
27376,7910.json,username,14.0,346.0,180.75,220.25
27377,7910.json,text_view,14.0,346.0,251.75,268.25
27378,7910.json,password,14.0,346.0,268.25,307.75
27379,7910.json,log_in,14.0,346.0,339.25,381.25
27380,7910.json,tb_forgot_password,110.25,249.75,415.5,432.0
27381,7910.json,image_view,0.0,360.0,70.0,72.75
27382,7910.json,text_view,10.5,349.5,557.0,598.0
27383,54162.json,text_view,69.66666666666667,291.6666666666667,50.333333333333336,82.33333333333333
27384,54162.json,username,9.666666666666668,350.3333333333333,91.0,150.33333333333334
27385,54162.json,password,12.333333333333332,348.3333333333333,164.33333333333334,218.33333333333334
27386,54162.json,edit_text,11.666666666666668,347.0,233.66666666666666,287.6666666666667
27387,54162.json,log_in,13.0,347.6666666666667,304.3333333333333,359.0
27388,54162.json,tb_forgot_password,105.0,257.0,375.6666666666667,393.0
27389,54162.json,text_view,115.66666666666666,245.0,409.0,431.6666666666667
27390,54162.json,image_view,116.33333333333334,176.33333333333334,538.3333333333334,583.0
27391,54162.json,text_view,180.33333333333334,242.33333333333334,549.6666666666666,570.3333333333334
27392,54162.json,google_button,63.66666666666667,128.33333333333334,433.6666666666667,503.0
27393,54162.json,windows_button,148.33333333333334,213.0,433.6666666666667,503.0
27394,54162.json,twitter_button,232.33333333333337,297.0,435.00000000000006,504.33333333333337
27395,Soliha_screen_0428.json,icon_button,0.0,196.0,84.0,280.0
27396,Soliha_screen_0428.json,label,255.0,588.0,158.0,207.0
27397,Soliha_screen_0428.json,label,60.0,516.0,517.0,568.0
27398,Soliha_screen_0428.json,text_field,56.0,1389.0,686.0,829.0
27399,Soliha_screen_0428.json,label,82.0,536.8333333333335,1824.3333333333333,1882.8333333333335
27400,Soliha_screen_0428.json,label,57.66666666666674,1362.0,1466.1666666666667,1665.0
27401,Soliha_screen_0428.json,text_field,56.0,1389.0,2061.0,2205.0
27402,Soliha_screen_0428.json,label,60.0,468.0,2411.0,2452.0
27403,Soliha_screen_0428.json,dropdown_menu,56.0,1389.0,2579.0,2716.0
27404,Soliha_screen_0428.json,dropdown_menu,0.0,0.0,0.0,0.0
27405,Soliha_screen_0428.json,text_field,0.0,0.0,0.0,0.0
27406,Soliha_screen_0428.json,text_field,0.0,0.0,0.0,0.0
27407,Soliha_screen_0428.json,text_field,0.0,0.0,0.0,0.0
27408,Soliha_screen_0428.json,checkbox_unchecked,0.0,0.0,0.0,0.0
27409,Soliha_screen_0428.json,label,57.66666666666674,507.66666666666697,328.6666666666667,399.5
27410,Soliha_screen_0428.json,text_field,54.0,1387.0,684.0,827.0
27411,Soliha_screen_0428.json,text_field,56.16666666666697,1389.166666666667,973.6666666666667,1116.6666666666667
27412,Soliha_screen_0428.json,text_field,54.16666666666697,1387.166666666667,1259.1666666666667,1402.1666666666667
27413,Soliha_screen_0428.json,icon,1261.8333333333335,1357.666666666667,1799.5,1895.3333333333335
27414,Soliha_screen_0582.json,label,441.0,999.0,1733.0,1834.0
27415,Soliha_screen_0582.json,label,165.0,1275.0,1892.0,2012.0
27416,Soliha_screen_0582.json,button,84.0,692.0,2490.0,2616.0
27417,Soliha_screen_0582.json,button,748.0,1356.0,2490.0,2616.0
27418,Soliha_screen_0582.json,image,378.5,1091.0,316.1666666666667,1591.1666666666667
27419,5887.json,text_view,108.0,252.0,35.0,58.25
27420,5887.json,image_view,24.5,52.5,86.25,114.25
27421,5887.json,fb_button,13.0,345.0,79.0,121.66666666666667
27422,5887.json,image_view,24.5,52.5,142.25,170.25
27423,5887.json,google_button,13.0,346.3333333333333,135.0,176.33333333333334
27424,5887.json,separator_line,14.0,156.5,211.75,212.75
27425,5887.json,text_view,156.5,198.25,205.25,219.5
27426,5887.json,separator_line,203.5,346.0,211.75,212.75
27427,5887.json,email,14.0,346.0,244.75,276.5
27428,5887.json,password,14.0,346.0,301.75,333.5
27429,5887.json,sign_up,14.0,346.0,361.5,400.0
27430,5887.json,tb_log_in,87.25,272.5,428.0,444.5
27431,64184.json,text_view,63.0,106.25,34.5,56.25
27432,64184.json,icon_button,0.0,49.0,21.0,70.0
27433,64184.json,search_button,274.25,316.25,24.5,66.5
27434,64184.json,cart_icon_button,323.25,344.25,35.0,56.0
27435,64184.json,image_view,7.0,176.5,129.0,289.0
27436,64184.json,text_view,14.0,169.5,296.0,328.5
27437,64184.json,price,14.0,57.25,328.5,344.5
27438,64184.json,image_view,183.5,353.0,129.0,289.0
27439,64184.json,text_view,190.5,346.0,296.0,328.5
27440,64184.json,price,190.5,233.75,328.5,344.5
27441,64184.json,image_view,7.0,176.5,363.5,523.5
27442,64184.json,text_view,14.0,169.5,530.5,563.0
27443,64184.json,price,14.0,57.25,563.0,579.0
27444,64184.json,image_view,183.5,353.0,363.5,523.5
27445,64184.json,text_view,190.5,346.0,530.5,563.0
27446,64184.json,price,190.5,233.75,563.0,579.0
27447,64184.json,text_view,0.0,78.75,70.0,112.0
27448,64184.json,text_view,78.75,99.0,70.0,112.0
27449,64184.json,text_view,99.0,195.25,70.0,112.0
27450,64184.json,filter_button,279.5,356.5,73.5,108.5
27451,64184.json,card,6.0,178.0,129.0,357.0
27452,64184.json,card,182.66666666666669,354.66666666666674,128.33333333333337,356.33333333333337
27453,64184.json,card,182.00000000000003,354.00000000000006,363.00000000000006,591.0000000000002
27454,64184.json,card,5.333333333333343,177.33333333333334,363.6666666666667,591.6666666666667
27455,Soliha_screen_0078.json,label,151.0,315.0,145.0,191.0
27456,Soliha_screen_0078.json,label,445.0,683.0,145.0,191.0
27457,Soliha_screen_0078.json,label,813.0,1062.0,144.0,191.0
27458,Soliha_screen_0078.json,button,1272.0,1356.0,305.0,389.0
27459,Soliha_screen_0078.json,button,1272.0,1356.0,1973.0,2057.0
27460,Soliha_screen_0078.json,label,101.0,259.0,2717.0,2754.0
27461,Soliha_screen_0078.json,label,482.0,597.0,2718.0,2764.0
27462,Soliha_screen_0078.json,label,765.0,1037.0,2717.0,2754.0
27463,Soliha_screen_0078.json,label,1193.0,1328.0,2718.0,2754.0
27464,Soliha_screen_0078.json,label,86.83333333333348,770.166666666667,316.1666666666667,391.1666666666667
27465,Soliha_screen_0078.json,image,70.16666666666674,482.66666666666697,457.83333333333337,857.8333333333334
27466,Soliha_screen_0078.json,label,70.16666666666674,478.5,891.1666666666667,1045.3333333333335
27467,Soliha_screen_0078.json,icon,128.5,245.16666666666674,2616.166666666667,2712.0
27468,Soliha_screen_0078.json,image,522.3333333333337,934.8333333333339,447.5000000000001,847.5000000000001
27469,Soliha_screen_0078.json,image,974.5000000000002,1387.0000000000005,449.66666666666674,849.6666666666667
27470,Soliha_screen_0078.json,label,514.0000000000002,922.3333333333335,885.0,1039.1666666666667
27471,Soliha_screen_0078.json,label,957.8333333333333,1366.1666666666665,883.0,1037.1666666666667
27472,Soliha_screen_0078.json,image,72.33333333333348,484.8333333333337,1280.8333333333333,1680.8333333333333
27473,Soliha_screen_0078.json,label,68.16666666666674,476.5,1718.3333333333335,1872.5000000000002
27474,Soliha_screen_0078.json,image,507.8333333333335,920.3333333333337,1283.0,1683.0
27475,Soliha_screen_0078.json,image,951.666666666667,1364.1666666666672,1281.0,1681.0
27476,Soliha_screen_0078.json,label,520.3333333333337,928.666666666667,1712.1666666666667,1866.3333333333335
27477,Soliha_screen_0078.json,label,964.1666666666667,1372.5,1714.3333333333335,1868.5000000000002
27478,Soliha_screen_0078.json,image,78.66666666666697,491.1666666666672,2112.1666666666665,2512.166666666667
27479,Soliha_screen_0078.json,image,518.3333333333335,930.8333333333337,2118.4999999999995,2518.5
27480,Soliha_screen_0078.json,image,953.8333333333335,1366.3333333333337,2124.833333333333,2524.8333333333335
27481,Soliha_screen_0078.json,label,78.5,474.3333333333335,1987.0,2057.8333333333335
27482,Soliha_screen_0078.json,icon,484.83333333333326,601.5,2622.5000000000005,2718.3333333333335
27483,Soliha_screen_0078.json,icon,837.0000000000002,953.666666666667,2620.5000000000005,2716.3333333333335
27484,Soliha_screen_0078.json,icon,1210.0000000000002,1326.666666666667,2618.5000000000005,2714.3333333333335
27485,1082.json,image_view,103.5,256.5,71.0,101.75
27486,1082.json,email,22.0,338.0,145.5,176.25
27487,1082.json,password,22.0,340.3333333333333,220.0,251.66666666666666
27488,1082.json,text_view,293.0,338.0,222.33333333333334,250.75
27489,1082.json,check_box,22.0,157.66666666666666,277.0,309.0
27490,1082.json,text_view,51.5,155.75,280.5,304.75
27491,1082.json,tb_forgot_password,46.75,175.5,423.25,447.5
27492,1082.json,separator_line_v,193.0,194.0,418.0,453.0
27493,1082.json,tb_sign_up,211.5,313.25,423.25,447.5
27494,1082.json,tb_log_in,21.66666666666667,337.6666666666667,334.3333333333333,392.3333333333333
27495,21127.json,text_view,14.0,346.0,91.0,161.0
27496,21127.json,email,8.75,351.25,171.5,206.5
27497,21127.json,password,8.75,350.3333333333333,217.0,251.66666666666666
27498,21127.json,check_box,324.75,351.25,217.0,252.0
27499,21127.json,log_in,101.25,258.75,280.0,312.5
27500,21127.json,tb_forgot_password,101.25,258.75,323.0,355.5
27501,21127.json,tb_sign_up,101.25,258.75,556.75,589.25
27502,21127.json,text_button,291.75,360.0,22.0,71.0
27503,21127.json,text_view,14.0,62.0,34.75,58.0
27504,16254.json,image_view,0.0,360.0,21.0,63.0
27505,16254.json,menu_dashs,0.0,42.0,21.0,63.0
27506,16254.json,image_view,42.0,276.0,21.0,63.0
27507,16254.json,icon_button,276.0,318.0,21.0,63.0
27508,16254.json,settings_icon,318.0,360.0,21.0,63.0
27509,16254.json,tab_bar,0.0,360.0,63.0,169.75
27510,16254.json,tab_bar_button,0.0,118.33333333333333,63.0,169.0
27511,16254.json,tab_bar_button,120.0,240.33333333333334,63.0,169.66666666666666
27512,16254.json,tab_bar_button,240.0,359.0,63.0,169.0
27513,16254.json,image_view,35.0,122.0,197.0,236.5
27514,16254.json,text_view,122.0,325.0,197.0,236.5
27515,16254.json,username,21.0,339.0,250.5,285.0
27516,16254.json,password,21.0,339.0,285.0,319.5
27517,16254.json,check_box,21.0,164.25,319.5,347.5
27518,16254.json,log_in,114.25,244.33333333333334,379.0,418.3333333333333
